Ticker,Month,Avg_Close,Max_Close,Min_Close,Total_Volume
ADANIENT.NS,2022-09,3543.6,3829.297119140625,3228.82080078125,83930311
ADANIENT.NS,2022-10,3268.87,3352.501220703125,3152.97509765625,40771715
ADANIENT.NS,2022-11,3902.15,4052.24169921875,3570.8017578125,53422331
ADANIENT.NS,2022-12,3930.27,4159.59375,3637.210693359375,40808180
ADANIENT.NS,2023-01,3534.71,3850.0185546875,2757.667236328125,79652039
ADANIENT.NS,2023-02,1658.66,2161.285400390625,1191.8651123046875,309371332
ADANIENT.NS,2023-03,1801.76,2036.85595703125,1562.1572265625,228029587
ADANIENT.NS,2023-04,1820.43,1922.31298828125,1695.6739501953125,58223387
ADANIENT.NS,2023-05,2124.69,2630.092041015625,1836.4808349609373,161701363
ADANIENT.NS,2023-06,2413.23,2506.162109375,2230.490478515625,132788969
ADANIENT.NS,2023-07,2413.77,2489.991455078125,2359.95703125,52182135
ADANIENT.NS,2023-08,2517.13,2695.6591796875,2417.106201171875,138673349
ADANIENT.NS,2023-09,2492.73,2612.6328125,2411.760986328125,67079032
ADANIENT.NS,2023-10,2391.45,2504.129150390625,2201.247802734375,29755246
ADANIENT.NS,2023-11,2236.7,2421.352294921875,2147.945068359375,41413389
ADANIENT.NS,2023-12,2827.61,2989.14892578125,2360.6064453125,102053056
ADANIENT.NS,2024-01,3000.28,3139.2158203125,2891.035888671875,75432738
ADANIENT.NS,2024-02,3218.86,3324.801025390625,3150.70556640625,38842233
ADANIENT.NS,2024-03,3146.18,3315.80908203125,2903.624755859375,29268973
ADANIENT.NS,2024-04,3140.64,3265.853515625,3016.62451171875,21517479
ADANIENT.NS,2024-05,3076.56,3408.327392578125,2764.1982421875,57387652
ADANIENT.NS,2024-06,3216.87,3642.019775390625,2938.643798828125,90184498
ADANIENT.NS,2024-07,3088.93,3189.368896484375,2969.22802734375,24221872
ADANIENT.NS,2024-08,3098.03,3215.65576171875,3017.85400390625,48572789
ADANIENT.NS,2024-09,3018.93,3134.29638671875,2936.39453125,25711548
ADANIENT.NS,2024-10,3000.72,3184.521484375,2692.115478515625,30210863
ADANIENT.NS,2024-11,2676.72,3044.74072265625,2149.434326171875,107723816
ADANIENT.NS,2024-12,2465.98,2591.065673828125,2337.791015625,42696851
ADANIENT.NS,2025-01,2399.23,2596.412841796875,2224.04736328125,34194887
ADANIENT.NS,2025-02,2226.97,2352.283935546875,2094.96142578125,28826345
ADANIENT.NS,2025-03,2270.29,2367.5263671875,2116.051025390625,21244896
ADANIENT.NS,2025-04,2361.93,2452.38427734375,2211.603515625,17605722
ADANIENT.NS,2025-05,2457.61,2553.734130859375,2249.884765625,25623265
ADANIENT.NS,2025-06,2526.27,2646.300048828125,2420.60009765625,24839159
ADANIENT.NS,2025-07,2581.18,2630.199951171875,2430.699951171875,11280461
ADANIENT.NS,2025-08,2305.8,2388.39990234375,2178.10009765625,19308573
ADANIENT.NS,2025-09,2424.22,2676.39990234375,2274.199951171875,34976063
ADANIENT.NS,2025-10,2537.16,2592.699951171875,2481.0,16891221
ADANIENT.NS,2025-11,2379.32,2467.0,2255.0,37792036
ADANIENT.NS,2025-12,2240.17,2282.39990234375,2189.800048828125,20867166
BAJFINANCE.NS,2020-01,409.16,431.87640380859375,390.6043090820313,311304290
BAJFINANCE.NS,2020-02,460.38,476.9747314453125,426.0466918945313,252004780
BAJFINANCE.NS,2020-03,328.33,436.3073425292969,217.0516662597656,1022555960
BAJFINANCE.NS,2020-04,218.52,249.96987915039065,193.5862274169922,1676835410
BAJFINANCE.NS,2020-05,197.03,211.68853759765625,179.16213989257812,2057325800
BAJFINANCE.NS,2020-06,251.72,296.36688232421875,211.6689453125,3224851060
BAJFINANCE.NS,2020-07,314.93,337.1167297363281,287.15899658203125,2822194760
BAJFINANCE.NS,2020-08,336.41,359.5780944824219,310.96240234375,1250083350
BAJFINANCE.NS,2020-09,335.62,359.36749267578125,296.699951171875,985418610
BAJFINANCE.NS,2020-10,326.03,340.3296813964844,314.9051208496094,1012660540
BAJFINANCE.NS,2020-11,420.32,480.84808349609375,334.9910888671875,1325935230
BAJFINANCE.NS,2020-12,492.45,522.5137329101562,469.4214477539063,705754700
BAJFINANCE.NS,2021-01,487.57,517.2241821289062,462.3391723632813,682754090
BAJFINANCE.NS,2021-02,536.13,566.1730346679688,495.5219421386719,565118600
BAJFINANCE.NS,2021-03,525.52,544.4266357421875,501.75189208984375,432847540
BAJFINANCE.NS,2021-04,479.43,537.2758178710938,438.8052062988281,650100070
BAJFINANCE.NS,2021-05,544.64,565.3206787109375,522.1414794921875,460827530
BAJFINANCE.NS,2021-06,586.86,606.7561645507812,555.8532104492188,443841050
BAJFINANCE.NS,2021-07,602.49,627.943359375,582.9823608398438,293814830
BAJFINANCE.NS,2021-08,642.46,738.2634887695312,604.0475463867188,290361270
BAJFINANCE.NS,2021-09,741.85,775.0123291015625,727.1765747070312,262910280
BAJFINANCE.NS,2021-10,756.98,777.980224609375,726.0678100585938,242813130
BAJFINANCE.NS,2021-11,721.85,752.897216796875,667.87109375,184170460
BAJFINANCE.NS,2021-12,686.67,731.19921875,645.3538208007812,266650500
BAJFINANCE.NS,2022-01,731.59,770.4548950195312,670.8096923828125,324347450
BAJFINANCE.NS,2022-02,689.52,711.0807495117188,650.2840576171875,234113110
BAJFINANCE.NS,2022-03,666.44,712.3072509765625,600.9520263671875,318115830
BAJFINANCE.NS,2022-04,704.32,734.9422607421875,654.60107421875,221452300
BAJFINANCE.NS,2022-05,581.01,650.1221313476562,541.1757202148438,318199710
BAJFINANCE.NS,2022-06,553.38,594.3635864257812,518.4277954101562,278048540
BAJFINANCE.NS,2022-07,599.34,709.8934326171875,552.8604736328125,293309720
BAJFINANCE.NS,2022-08,714.46,741.2076416015625,685.7925415039062,233591490
BAJFINANCE.NS,2022-09,722.07,760.1585693359375,699.6179809570312,253665900
BAJFINANCE.NS,2022-10,713.86,737.4262084960938,686.4572143554688,180891290
BAJFINANCE.NS,2022-11,682.69,710.1791381835938,657.703369140625,188355620
BAJFINANCE.NS,2022-12,647.83,664.4635620117188,627.71875,198387810
BAJFINANCE.NS,2023-01,593.32,650.52978515625,567.2669067382812,285033520
BAJFINANCE.NS,2023-02,614.93,639.0775146484375,563.0276489257812,220995030
BAJFINANCE.NS,2023-03,571.71,606.0795288085938,544.9876098632812,211418220
BAJFINANCE.NS,2023-04,585.37,618.4132080078125,562.7716674804688,187938530
BAJFINANCE.NS,2023-05,659.03,689.874267578125,608.580810546875,218381650
BAJFINANCE.NS,2023-06,699.62,727.3328857421875,688.283935546875,146346300
BAJFINANCE.NS,2023-07,744.35,777.3221435546875,720.3267211914062,269058080
BAJFINANCE.NS,2023-08,704.3,721.2415161132812,678.5950927734375,189883220
BAJFINANCE.NS,2023-09,744.17,778.3309326171875,718.9571533203125,160881010
BAJFINANCE.NS,2023-10,777.0,807.7902221679688,733.9439086914062,189426450
BAJFINANCE.NS,2023-11,720.04,747.8134155273438,694.2890014648438,247568870
BAJFINANCE.NS,2023-12,728.6,754.7949829101562,708.2819213867188,212403300
BAJFINANCE.NS,2024-01,729.74,765.0152587890625,674.1549072265625,300294680
BAJFINANCE.NS,2024-02,657.04,677.2304077148438,642.3270874023438,263269340
BAJFINANCE.NS,2024-03,653.08,716.48486328125,624.121337890625,267119520
BAJFINANCE.NS,2024-04,705.88,724.78173828125,665.6502685546875,261087430
BAJFINANCE.NS,2024-05,669.74,685.4580688476562,653.1852416992188,255774060
BAJFINANCE.NS,2024-06,703.59,726.008056640625,643.7312622070312,249383930
BAJFINANCE.NS,2024-07,692.93,723.21240234375,656.6630859375,236023700
BAJFINANCE.NS,2024-08,667.08,715.599365234375,641.88916015625,203587440
BAJFINANCE.NS,2024-09,743.66,772.075927734375,719.7438354492188,318573210
BAJFINANCE.NS,2024-10,704.25,765.5759887695312,663.6946411132812,237899650
BAJFINANCE.NS,2024-11,666.64,696.3233032226562,642.5997924804688,149755080
BAJFINANCE.NS,2024-12,687.7,716.4193725585938,660.9863891601562,211398960
BAJFINANCE.NS,2025-01,734.25,785.3191528320312,689.27685546875,309141610
BAJFINANCE.NS,2025-02,835.31,865.2012939453125,795.1038208007812,278897210
BAJFINANCE.NS,2025-03,859.83,903.4303588867188,824.7807006835938,228265260
BAJFINANCE.NS,2025-04,890.18,926.5824584960938,851.5455322265625,252082890
BAJFINANCE.NS,2025-05,903.02,922.5186767578124,859.9691162109375,198201160
BAJFINANCE.NS,2025-06,925.83,960.75,893.4000244140625,218339884
BAJFINANCE.NS,2025-07,925.15,968.2999877929688,880.5,169826559
BAJFINANCE.NS,2025-08,881.85,905.2000122070312,853.0,124085179
BAJFINANCE.NS,2025-09,974.6,1029.75,889.3499755859375,179013920
BAJFINANCE.NS,2025-10,1047.25,1094.1500244140625,987.7000122070312,144605903
BAJFINANCE.NS,2025-11,1025.09,1085.0,986.2000122070312,146806457
BAJFINANCE.NS,2025-12,1013.52,1048.0,998.0,110082250
HDFCBANK.NS,2020-01,595.62,610.6914672851562,574.5567016601562,275820172
HDFCBANK.NS,2020-02,578.31,591.5111694335938,557.720703125,252625868
HDFCBANK.NS,2020-03,465.33,559.6861572265625,363.5733642578125,946251530
HDFCBANK.NS,2020-04,432.29,474.4402465820313,385.429443359375,795483142
HDFCBANK.NS,2020-05,424.67,450.68988037109375,393.3857116699219,766387108
HDFCBANK.NS,2020-06,479.96,509.604248046875,449.83734130859375,935966776
HDFCBANK.NS,2020-07,517.06,539.2034301757812,489.12152099609375,705561406
HDFCBANK.NS,2020-08,505.8,530.2762451171875,474.5350036621094,584461236
HDFCBANK.NS,2020-09,511.58,537.1195678710938,487.9849243164063,417037796
HDFCBANK.NS,2020-10,566.34,590.421875,524.238037109375,511259454
HDFCBANK.NS,2020-11,644.55,682.3690795898438,575.5276489257812,512004532
HDFCBANK.NS,2020-12,662.64,682.8189086914062,649.83349609375,448938860
HDFCBANK.NS,2021-01,684.49,712.2049560546875,649.5020141601562,406419508
HDFCBANK.NS,2021-02,745.65,770.361572265625,699.370849609375,398718668
HDFCBANK.NS,2021-03,720.77,751.5128784179688,693.0247192382812,360307156
HDFCBANK.NS,2021-04,676.73,704.1066284179688,647.4183349609375,471540594
HDFCBANK.NS,2021-05,684.43,717.8881225585938,656.7952880859375,316825524
HDFCBANK.NS,2021-06,707.55,720.1139526367188,694.3270874023438,218266468
HDFCBANK.NS,2021-07,702.86,732.2439575195312,674.1210327148438,300778694
HDFCBANK.NS,2021-08,720.27,752.1731567382812,676.6657104492188,269422820
HDFCBANK.NS,2021-09,748.86,772.9585571289062,729.4852294921875,257210606
HDFCBANK.NS,2021-10,777.69,803.2090454101562,752.7913818359375,250427640
HDFCBANK.NS,2021-11,736.09,764.2305297851562,708.65234375,259849516
HDFCBANK.NS,2021-12,706.54,739.0455322265625,678.0925903320312,225677980
HDFCBANK.NS,2022-01,724.32,744.80078125,695.9766235351562,312803614
HDFCBANK.NS,2022-02,711.09,728.2960815429688,675.1199340820312,259272004
HDFCBANK.NS,2022-03,676.88,710.673828125,630.1246337890625,429124834
HDFCBANK.NS,2022-04,688.33,788.0362548828125,638.4006958007812,676464424
HDFCBANK.NS,2022-05,640.82,674.3806762695312,619.2869873046875,401287586
HDFCBANK.NS,2022-06,647.1,671.1568603515625,616.520263671875,233619242
HDFCBANK.NS,2022-07,663.43,690.0907592773438,648.3975830078125,283971920
HDFCBANK.NS,2022-08,706.1,727.3812255859375,686.6505126953125,236677416
HDFCBANK.NS,2022-09,710.31,735.537109375,665.1421508789062,296639138
HDFCBANK.NS,2022-10,692.63,720.1637573242188,670.555419921875,228859558
HDFCBANK.NS,2022-11,758.99,785.6987915039062,720.3803100585938,304524968
HDFCBANK.NS,2022-12,783.05,799.821044921875,768.7376708984375,260319838
HDFCBANK.NS,2023-01,779.4,815.8198852539062,754.6154174804688,305998578
HDFCBANK.NS,2023-02,788.29,805.3305053710938,764.551513671875,253226370
HDFCBANK.NS,2023-03,762.1,784.6402587890625,741.91259765625,562501094
HDFCBANK.NS,2023-04,802.73,814.352294921875,774.9447021484375,593451762
HDFCBANK.NS,2023-05,797.79,831.3616943359375,782.2103271484375,771630090
HDFCBANK.NS,2023-06,788.85,828.047119140625,769.961181640625,609572204
HDFCBANK.NS,2023-07,813.92,841.0902709960938,794.7335205078125,928734390
HDFCBANK.NS,2023-08,783.41,808.9933471679688,759.9598388671875,843366162
HDFCBANK.NS,2023-09,771.46,808.75,741.5630493164062,1027627662
HDFCBANK.NS,2023-10,737.3,754.2898559570312,712.2158813476562,630175898
HDFCBANK.NS,2023-11,733.14,758.8160400390625,717.6181640625,582496848
HDFCBANK.NS,2023-12,804.16,831.8676147460938,756.990966796875,756530442
HDFCBANK.NS,2024-01,770.1,826.927734375,694.6708984375,1196034334
HDFCBANK.NS,2024-02,691.71,713.651611328125,673.5974731445312,946019356
HDFCBANK.NS,2024-03,702.39,710.755859375,693.7218627929688,925903414
HDFCBANK.NS,2024-04,737.14,754.1439208984375,715.6713256835938,724498572
HDFCBANK.NS,2024-05,731.71,755.5620727539062,704.4776611328125,741335130
HDFCBANK.NS,2024-06,796.71,844.2631225585938,731.6848754882812,915676130
HDFCBANK.NS,2024-07,810.01,872.531005859375,791.3286743164062,1054074768
HDFCBANK.NS,2024-08,805.21,818.9797973632812,789.922607421875,1132661864
HDFCBANK.NS,2024-09,834.46,879.832275390625,802.6258544921875,627190850
HDFCBANK.NS,2024-10,837.24,864.2430419921875,798.1119384765625,724470558
HDFCBANK.NS,2024-11,862.83,894.06494140625,829.463134765625,952836544
HDFCBANK.NS,2024-12,901.1,923.3934936523438,873.93701171875,439570614
HDFCBANK.NS,2025-01,828.37,884.9136352539062,804.0319213867188,512582768
HDFCBANK.NS,2025-02,842.62,860.29638671875,827.3665161132812,442100242
HDFCBANK.NS,2025-03,858.35,901.9088745117188,831.510498046875,415991688
HDFCBANK.NS,2025-04,917.07,967.7686767578124,867.1289672851562,537790998
HDFCBANK.NS,2025-05,951.65,965.5487060546876,932.248779296875,423102748
HDFCBANK.NS,2025-06,966.76,1004.9491577148438,946.0127563476562,419110306
HDFCBANK.NS,2025-07,998.24,1012.9000244140624,976.2705078125,360701648
HDFCBANK.NS,2025-08,987.94,1006.0999755859376,951.5999755859376,291977341
HDFCBANK.NS,2025-09,959.96,976.9000244140624,944.5,406444257
HDFCBANK.NS,2025-10,988.87,1008.7999877929688,965.1500244140624,451641320
HDFCBANK.NS,2025-11,994.07,1009.5,982.2999877929688,362530771
HDFCBANK.NS,2025-12,994.48,1003.2999877929688,979.7000122070312,312094857
INFY.NS,2020-01,653.44,678.5634765625,617.1257934570312,189277362
INFY.NS,2020-02,672.31,687.8005981445312,628.7258911132812,107786744
INFY.NS,2020-03,552.13,651.9691162109375,452.3612365722656,305156542
INFY.NS,2020-04,554.1,614.8057250976562,503.2729797363281,203538623
INFY.NS,2020-05,582.85,607.845703125,560.5000610351562,180604556
INFY.NS,2020-06,619.08,651.6552124023438,598.8311767578125,240810488
INFY.NS,2020-07,749.24,841.35107421875,637.45849609375,397100277
INFY.NS,2020-08,828.17,845.5752563476562,808.7770385742188,155088967
INFY.NS,2020-09,847.14,888.1654052734375,796.1915893554688,232397098
INFY.NS,2020-10,962.23,1008.4021606445312,886.3365478515625,284991815
INFY.NS,2020-11,977.78,1003.6092529296876,935.3843994140624,208543153
INFY.NS,2020-12,1042.65,1105.50634765625,991.6368408203124,205793830
INFY.NS,2021-01,1159.36,1221.13623046875,1090.7607421875,206714641
INFY.NS,2021-02,1130.12,1153.04345703125,1103.3052978515625,135880762
INFY.NS,2021-03,1187.68,1221.004150390625,1115.36572265625,170796692
INFY.NS,2021-04,1214.48,1268.58544921875,1174.171142578125,174375276
INFY.NS,2021-05,1191.68,1240.186279296875,1158.853759765625,110635877
INFY.NS,2021-06,1310.85,1406.6273193359375,1226.7501220703125,147298100
INFY.NS,2021-07,1401.49,1438.838623046875,1371.835205078125,109513508
INFY.NS,2021-08,1508.81,1549.7547607421875,1451.7857666015625,132748512
INFY.NS,2021-09,1515.99,1569.5086669921875,1490.626220703125,113957923
INFY.NS,2021-10,1529.97,1621.38525390625,1481.6834716796875,144440594
INFY.NS,2021-11,1557.72,1608.9581298828125,1518.60400390625,104526424
INFY.NS,2021-12,1611.25,1699.2225341796875,1521.880615234375,109472023
INFY.NS,2022-01,1641.95,1741.1002197265625,1506.8887939453125,141619689
INFY.NS,2022-02,1552.18,1604.2900390625,1506.48486328125,128928283
INFY.NS,2022-03,1647.81,1711.7901611328125,1528.61328125,154420688
INFY.NS,2022-04,1520.43,1708.8277587890625,1393.95751953125,170696670
INFY.NS,2022-05,1347.34,1422.998291015625,1266.1689453125,176039201
INFY.NS,2022-06,1327.14,1388.0809326171875,1258.576416015625,139144802
INFY.NS,2022-07,1347.21,1405.9078369140625,1296.27099609375,115124683
INFY.NS,2022-08,1421.87,1469.639404296875,1326.1182861328125,92398681
INFY.NS,2022-09,1299.59,1401.5985107421875,1238.75390625,171480153
INFY.NS,2022-10,1341.16,1410.2208251953125,1264.4278564453125,105106395
INFY.NS,2022-11,1446.17,1500.0994873046875,1377.4794921875,91935458
INFY.NS,2022-12,1425.74,1519.77197265625,1373.031494140625,127679808
INFY.NS,2023-01,1388.1,1423.2900390625,1328.458984375,142093979
INFY.NS,2023-02,1442.54,1482.9949951171875,1364.27294921875,99346960
INFY.NS,2023-03,1310.88,1382.523681640625,1260.6375732421875,142669535
INFY.NS,2023-04,1202.29,1309.93310546875,1122.0137939453125,181895956
INFY.NS,2023-05,1172.86,1214.1390380859375,1142.007080078125,153758884
INFY.NS,2023-06,1200.3,1241.286376953125,1175.7598876953125,125302884
INFY.NS,2023-07,1271.4,1371.1309814453125,1235.3843994140625,212488786
INFY.NS,2023-08,1300.41,1334.185302734375,1261.130126953125,107163346
INFY.NS,2023-09,1373.37,1404.96337890625,1334.185302734375,101541064
INFY.NS,2023-10,1334.37,1389.673828125,1279.9014892578125,115659556
INFY.NS,2023-11,1332.18,1374.191162109375,1274.9117431640625,85186084
INFY.NS,2023-12,1424.93,1486.0396728515625,1364.211669921875,130077843
INFY.NS,2024-01,1501.05,1577.36376953125,1402.8125,165823157
INFY.NS,2024-02,1582.54,1628.2508544921875,1558.67529296875,101673806
INFY.NS,2024-03,1490.78,1557.8748779296875,1397.0223388671875,135900753
INFY.NS,2024-04,1371.31,1418.62939453125,1328.67041015625,185453567
INFY.NS,2024-05,1355.44,1386.242431640625,1331.68310546875,174897064
INFY.NS,2024-06,1440.82,1510.922607421875,1338.3526611328125,177134468
INFY.NS,2024-07,1669.86,1804.3489990234373,1527.68017578125,192519323
INFY.NS,2024-08,1769.91,1866.5777587890625,1673.9853515625,124670491
INFY.NS,2024-09,1840.28,1886.5526123046875,1801.179931640625,134369302
INFY.NS,2024-10,1821.13,1890.0096435546875,1706.7401123046875,124181223
INFY.NS,2024-11,1790.31,1869.182861328125,1703.77783203125,106461012
INFY.NS,2024-12,1877.72,1942.22119140625,1825.7677001953125,104692952
INFY.NS,2025-01,1838.85,1910.4124755859373,1748.941162109375,149101080
INFY.NS,2025-02,1786.02,1860.587158203125,1639.189208984375,101783118
INFY.NS,2025-03,1585.38,1666.5301513671875,1525.5037841796875,157797728
INFY.NS,2025-04,1416.1,1505.593017578125,1356.602294921875,204300813
INFY.NS,2025-05,1514.19,1580.136962890625,1463.586181640625,147048530
INFY.NS,2025-06,1572.17,1615.173583984375,1519.734619140625,144990624
INFY.NS,2025-07,1557.71,1615.96142578125,1486.247314453125,158532995
INFY.NS,2025-08,1442.18,1508.9989013671875,1401.6424560546875,171842862
INFY.NS,2025-09,1469.4,1517.370849609375,1411.2947998046875,179457434
INFY.NS,2025-10,1468.44,1510.4000244140625,1419.37109375,150666519
INFY.NS,2025-11,1521.93,1566.4000244140625,1466.699951171875,188333389
INFY.NS,2025-12,1614.88,1689.5999755859375,1561.0,151211026
MARUTI.NS,2020-01,6858.4,7143.34033203125,6567.087890625,16442313
MARUTI.NS,2020-02,6450.71,6838.8515625,5922.4423828125,17107343
MARUTI.NS,2020-03,5151.4,6122.96484375,4008.88232421875,28273632
MARUTI.NS,2020-04,4754.8,5229.16259765625,3810.497314453125,34452642
MARUTI.NS,2020-05,4763.21,5329.6611328125,4420.94580078125,42615817
MARUTI.NS,2020-06,5418.39,5601.853515625,5154.26318359375,35977197
MARUTI.NS,2020-07,5720.05,5967.98974609375,5482.546875,30098735
MARUTI.NS,2020-08,6479.5,6814.44384765625,5856.28271484375,26098768
MARUTI.NS,2020-09,6622.21,6931.0859375,6035.95361328125,27329393
MARUTI.NS,2020-10,6691.33,6887.38134765625,6513.830078125,21301748
MARUTI.NS,2020-11,6658.95,6860.8798828125,6511.09912109375,23942197
MARUTI.NS,2020-12,7271.62,7478.8330078125,6806.53759765625,25416438
MARUTI.NS,2021-01,7555.59,7890.578125,6907.125,23494599
MARUTI.NS,2021-02,7104.94,7377.142578125,6580.7763671875,24953738
MARUTI.NS,2021-03,6792.64,6998.08056640625,6502.47265625,19429934
MARUTI.NS,2021-04,6400.29,6636.126953125,6187.33837890625,16710214
MARUTI.NS,2021-05,6508.79,6791.77685546875,6237.751953125,12662479
MARUTI.NS,2021-06,6958.97,7331.09033203125,6613.12451171875,14788544
MARUTI.NS,2021-07,7028.12,7283.599609375,6687.69140625,10634585
MARUTI.NS,2021-08,6665.11,6900.17626953125,6374.31591796875,13086935
MARUTI.NS,2021-09,6718.67,7160.6640625,6536.74560546875,18752908
MARUTI.NS,2021-10,7173.35,7427.794921875,6908.3857421875,14699235
MARUTI.NS,2021-11,7373.47,7981.3974609375,6817.23583984375,18121227
MARUTI.NS,2021-12,7088.13,7299.6552734375,6793.17041015625,13516331
MARUTI.NS,2022-01,7830.42,8507.51171875,7257.16650390625,17430257
MARUTI.NS,2022-02,8262.82,8632.177734375,7919.087890625,14795251
MARUTI.NS,2022-03,7149.38,7537.17529296875,6529.0771484375,25947939
MARUTI.NS,2022-04,7437.43,7631.845703125,7171.51513671875,11805484
MARUTI.NS,2022-05,7298.48,7729.79541015625,6850.17578125,14284627
MARUTI.NS,2022-06,7703.77,8207.248046875,7389.3583984375,18396865
MARUTI.NS,2022-07,8300.55,8517.8798828125,8052.72705078125,12678501
MARUTI.NS,2022-08,8604.1,8847.8515625,8376.916015625,12491317
MARUTI.NS,2022-09,8733.19,9128.2470703125,8373.8583984375,14302707
MARUTI.NS,2022-10,8570.14,9250.337890625,8298.2744140625,11529418
MARUTI.NS,2022-11,8818.45,9179.4619140625,8590.5625,11321190
MARUTI.NS,2022-12,8296.72,8697.4599609375,7904.67236328125,11972055
MARUTI.NS,2023-01,8251.48,8636.4384765625,8043.36474609375,11518729
MARUTI.NS,2023-02,8513.66,8682.0703125,8373.373046875,6631899
MARUTI.NS,2023-03,8183.93,8509.10546875,7969.916015625,8565901
MARUTI.NS,2023-04,8331.92,8478.5224609375,8201.2333984375,7988679
MARUTI.NS,2023-05,8878.76,9126.4033203125,8521.435546875,10660245
MARUTI.NS,2023-06,9264.27,9504.1796875,9055.8662109375,9071607
MARUTI.NS,2023-07,9464.21,9701.5146484375,9324.17578125,9040071
MARUTI.NS,2023-08,9341.11,9804.0810546875,9135.5498046875,11781782
MARUTI.NS,2023-09,10239.49,10467.5166015625,9975.63671875,11869772
MARUTI.NS,2023-10,10289.77,10573.06640625,9927.6142578125,8959018
MARUTI.NS,2023-11,10224.97,10396.9052734375,10023.5595703125,7972671
MARUTI.NS,2023-12,10179.89,10507.845703125,9812.9501953125,13343803
MARUTI.NS,2024-01,9832.68,10078.0009765625,9663.59375,13297715
MARUTI.NS,2024-02,10872.79,11425.0595703125,10220.3505859375,11979218
MARUTI.NS,2024-03,11538.36,12348.7919921875,11162.7548828125,10367412
MARUTI.NS,2024-04,12404.39,12736.7890625,12021.6572265625,10214391
MARUTI.NS,2024-05,12398.37,12740.90625,12117.2099609375,11099375
MARUTI.NS,2024-06,12205.4,12606.8369140625,11793.6025390625,11566705
MARUTI.NS,2024-07,12272.44,12853.9521484375,11783.556640625,14303166
MARUTI.NS,2024-08,12205.74,13092.3466796875,12001.2060546875,13890048
MARUTI.NS,2024-09,12391.76,13351.095703125,12015.69921875,10817960
MARUTI.NS,2024-10,12040.65,13025.025390625,10927.724609375,15101231
MARUTI.NS,2024-11,10982.09,11277.6376953125,10745.1513671875,8549897
MARUTI.NS,2024-12,10959.56,11196.763671875,10621.6376953125,7161172
MARUTI.NS,2025-01,11760.25,12178.833984375,11088.287109375,10860892
MARUTI.NS,2025-02,12571.74,12999.25390625,11817.939453125,8347776
MARUTI.NS,2025-03,11542.55,11794.5927734375,11390.515625,6508042
MARUTI.NS,2025-04,11577.24,12125.7578125,11208.4365234375,9087098
MARUTI.NS,2025-05,12410.96,12855.8564453125,12118.8330078125,7014973
MARUTI.NS,2025-06,12384.06,12668.8798828125,11996.1611328125,7164678
MARUTI.NS,2025-07,12392.78,12615.4580078125,12207.869140625,6396591
MARUTI.NS,2025-08,13475.47,14791.0,12302.0,9703180
MARUTI.NS,2025-09,15518.82,16286.0,14662.0,11944867
